gold_per_min,level,leaver_status,xp_per_min,radiant_score,gold_spent,deaths,denies,hero_damage,tower_damage,last_hits,hero_healing,duration,radiant_win
2739,150,0,4036,53,124305,54,86,206049,15214,1350,5297,3170,0
4868,150,0,9026,30,95635,36,20,84020,9759,310,7324,1356,0
2733,137,0,3758,48,93960,42,57,134896,20775,897,5222,2356,1
5213,143,0,8670,23,92730,19,27,76136,10891,428,1969,1136,1
2643,131,0,3619,38,79735,35,60,155161,16919,869,0,2257,1
2223,119,1,2806,24,68140,46,80,104017,4815,728,4278,2362,0
5250,150,0,8944,31,117130,32,22,134689,12895,539,0,1636,1
3052,148,0,3994,50,130690,47,71,186970,16463,1685,6793,2993,1
2520,108,0,3117,40,67185,32,31,125367,20967,634,9330,1767,1
2710,150,0,3787,67,116570,74,37,259948,11019,908,11923,3576,0
4421,146,0,7725,22,127355,38,37,104360,12215,504,0,1722,0
1993,112,0,2729,26,65910,60,82,83257,1877,564,355,2170,0
1944,89,1,2380,14,49175,36,59,43973,1925,529,410,1645,0
5456,147,0,8650,29,101425,12,19,88657,9350,487,6386,1251,1
2180,91,0,2142,12,60165,48,21,71791,6975,742,8804,1901,0
2671,140,0,3393,33,101885,55,56,169853,10529,1234,8725,2893,0
2657,150,0,3788,56,135360,86,60,224199,14728,1520,2822,3929,0
2314,116,0,2683,22,88425,31,91,81244,11396,1076,6725,2403,0
2913,150,0,3906,56,124115,56,72,207567,11797,1498,8216,3077,1
2955,145,0,4222,46,107215,45,87,132390,23687,1152,1150,2524,1
2937,129,0,3831,54,77655,46,38,141831,16658,636,13129,1993,1
2912,144,0,4091,43,106740,51,83,156526,11353,1385,5113,2778,0
2974,150,0,3478,32,173335,57,42,259705,12305,2243,13154,4081,0
2434,119,1,3156,27,79060,47,54,151502,6172,888,0,2151,0
2707,149,0,3839,45,112740,76,34,215865,15293,1007,13412,3203,0
2935,139,0,3676,35,109010,29,64,148827,18816,1479,2276,2578,0
5706,150,0,7533,42,213385,57,20,267613,20757,976,5710,2840,0
2431,114,0,3022,42,74090,30,53,97224,23064,584,9935,2078,1
2811,150,0,3543,52,130330,66,45,234456,23513,1158,22153,3449,1
3131,147,0,3702,74,188185,71,76,345909,27096,1762,0,3773,1
2661,142,1,3840,34,97565,63,83,191572,7186,1117,2734,2855,0
2427,129,0,3058,37,88295,57,38,180469,11844,775,335,2522,0
2749,150,0,4392,50,108150,62,37,165349,23811,988,2311,2926,0
3059,97,0,3371,52,68875,16,46,90453,14270,617,839,1358,1
2959,121,0,3857,40,76080,33,86,144192,22205,958,1695,1782,1
2833,148,0,3539,42,134025,48,81,175141,19928,1519,2265,3264,0
3616,104,0,4238,29,60295,19,55,70714,22068,457,0,1210,1
1922,87,0,2613,18,41430,50,30,70567,880,289,0,1446,0
2739,104,0,3075,30,70975,25,59,67296,17798,735,0,1660,1
6073,150,0,8838,35,142330,33,27,164836,20120,633,8188,1692,1
2543,137,0,3357,32,100285,40,82,161399,11725,1365,19514,2642,0
2260,127,0,3677,27,71415,64,67,100094,5791,707,1504,2185,0
1922,135,0,3588,32,62830,85,37,172109,1016,388,159,2492,0
2753,142,0,3629,43,113500,36,55,164077,21928,1093,999,2811,1
2445,145,0,3435,46,117325,72,50,239304,3158,1070,800,3334,0
2852,134,0,3456,37,106505,52,49,132997,11842,1191,8073,2529,0
2638,103,0,2969,49,74195,31,73,82192,14928,625,200,1740,1
2457,135,1,3011,35,115430,56,101,145805,6774,1216,2203,3313,0
2765,147,0,4002,48,98865,42,78,128098,11225,1229,3563,2573,1
5237,138,0,7370,39,93575,16,13,96796,16801,314,15313,1192,1
2905,127,0,3544,43,100535,32,65,131672,20479,770,4879,2190,1
3165,150,0,4131,46,136405,56,42,234813,17217,1326,2782,3066,0
2865,127,0,3498,47,85045,25,63,102953,20655,911,15037,2132,1
3322,146,0,3484,40,143835,54,94,176690,23528,1553,1683,3144,0
2577,127,1,3304,29,89345,39,78,144110,11964,1216,10302,2339,0
2698,125,0,3462,10,85455,34,24,178290,15345,689,1355,2201,0
2986,135,0,3924,8,107175,38,42,268916,5375,691,24553,2418,0
1836,115,1,2529,19,61395,58,50,76127,3516,616,0,2363,0
2772,137,0,3758,43,92260,27,73,142149,24255,972,3265,2304,1
2256,111,1,2906,19,59225,40,49,85149,5603,624,2097,1994,0
2685,111,0,3208,51,72710,27,53,115756,20358,593,940,1796,1
2411,100,0,2751,22,67510,38,60,128376,20233,826,0,1834,0
2492,138,0,3526,38,86805,55,66,142650,9449,1041,2784,2598,0
2356,129,0,3321,42,86110,59,41,147981,14668,666,1807,2446,1
6684,150,0,9080,69,218650,76,18,300576,11680,907,7861,2865,0
3071,150,0,4023,50,129985,62,49,251988,13845,1487,7190,3166,0
2953,143,0,4128,49,109540,40,58,166348,23790,1193,1170,2438,1
2619,147,0,3853,53,102115,46,56,169142,8567,990,0,2822,1
4540,148,0,8225,15,101865,50,18,67997,2007,459,1078,1529,0
2216,125,0,2879,10,85110,47,41,104746,14328,1118,277,2559,0
3032,147,0,3692,41,141315,54,70,202772,18616,1771,11852,3322,0
2697,115,0,3312,35,73915,23,64,101403,25842,766,11555,1848,1
2681,147,0,3520,50,126785,65,32,293380,4359,1383,125,3457,0
1961,111,1,2775,22,60285,48,26,102362,2063,654,110,2087,0
2202,144,0,3699,38,76805,83,65,181202,3590,702,8956,2641,0
2325,135,0,3319,42,78880,65,41,161391,7310,726,26470,2672,0
3033,134,0,3973,16,80295,61,43,117173,7638,666,0,2087,0
2520,119,0,3192,42,74165,49,33,95320,14166,756,400,2093,1
2074,93,1,2298,14,58245,34,44,113373,4769,666,7569,1893,0
2436,119,0,3250,56,66665,23,43,124525,21294,465,18244,1987,1
5954,150,0,9114,47,210505,48,30,255835,22210,899,375,2341,1
1997,132,0,3155,23,73955,40,42,125724,3731,698,0,2561,0
2499,89,0,2539,29,58110,14,75,60171,18343,575,384,1546,1
2520,147,1,4025,51,93140,60,58,202824,8459,1038,1945,2762,0
2548,97,1,2195,40,91700,26,15,108592,19787,794,6425,3082,1
2717,91,0,2711,33,66675,14,58,91308,22778,587,6855,1510,1
2154,131,0,3089,28,78405,69,38,144211,18668,790,1260,2775,0
3041,149,0,3510,43,156640,50,60,261502,21763,1909,0,3681,1
2173,138,0,3250,27,88405,47,46,147498,7165,934,0,2791,0
1803,91,0,2264,18,49980,42,34,61703,4274,383,0,1787,0
2874,146,0,4279,53,97660,47,61,139042,22978,1001,2355,2285,1
3288,109,0,3350,32,80435,21,31,62521,23057,876,3696,1687,1
3748,143,0,7982,13,69995,46,26,79653,314,270,617,1189,0
3044,124,0,3792,51,85880,32,44,108486,23315,798,5245,1858,1
2152,103,1,2669,29,55715,47,22,80881,2886,496,4239,1998,0
2174,120,0,2788,23,72215,54,40,146697,4173,861,9074,2438,0
3008,150,0,3774,55,132705,52,60,295917,17329,1304,27341,3325,1
5906,150,0,8631,29,118510,21,22,103986,17394,463,11791,1332,1
2479,141,0,3514,37,95415,42,39,168304,8248,1515,0,2610,0
2721,143,0,3743,25,107410,41,106,131218,12717,1118,2506,2666,1
4232,150,0,8687,33,95495,34,14,118174,4924,237,5014,1403,0
5232,147,0,8879,26,87335,22,22,87769,9600,377,15082,1159,1
3481,143,0,3655,43,155650,44,72,254654,26583,1725,13435,2988,1
2433,139,0,3069,25,107595,68,34,172758,3392,1012,0,2867,0
2032,106,0,2618,26,62180,49,49,70809,3110,559,5333,2044,0
3306,150,0,3658,58,186675,65,50,303201,23481,2613,720,4418,1
2540,135,0,3802,61,83005,53,34,193287,23385,524,0,2204,1
1818,98,0,2388,23,50620,50,33,70426,4133,393,126,1919,0
3834,112,0,4250,45,81200,22,59,70247,25315,412,0,1424,1
2372,87,0,2675,16,45225,51,60,94798,22188,616,3794,1458,0
2863,96,0,3126,36,59395,12,48,86714,17856,667,2455,1470,1
2731,107,1,3324,48,58360,30,61,82598,17146,530,1380,1699,1
3121,150,0,4285,68,147630,77,48,249065,10263,1148,1895,3496,0
2344,131,0,2814,30,104170,30,32,137014,13444,1316,3666,2849,0
2687,148,1,3390,44,125215,74,48,203013,4807,1588,9743,3874,0
2712,144,0,3903,38,96315,48,58,167699,19446,1101,1125,2574,1
2720,140,0,3379,42,110885,46,79,129551,20760,1068,7357,2825,1
2554,123,0,3388,26,74315,35,59,139564,19635,777,11460,2053,1
2330,111,0,2841,17,71900,43,39,102688,17652,1059,312,2004,0
2721,124,0,3331,45,88115,29,80,99584,20754,887,0,2164,1
3046,125,0,3460,28,93700,42,73,103773,18776,894,0,2210,1
2483,114,0,3057,26,77190,48,47,138205,14251,816,1665,2030,0
2952,150,0,3933,43,119280,61,83,240495,16071,1496,19119,3198,1
2626,84,0,2495,27,61900,18,49,71437,19061,562,1096,1429,1
2759,135,0,3717,38,86120,40,37,104788,11737,990,1566,2278,1
2182,125,0,3182,23,69140,52,48,116650,4117,960,5328,2315,0
5976,150,0,8341,39,210175,41,67,207905,18927,929,4096,2312,1
5428,150,0,9503,41,118460,35,13,125768,12739,396,2253,1453,1
5816,150,0,9088,40,172480,32,14,144085,15476,732,0,1874,1
2683,137,0,3788,43,95045,43,90,128017,18610,1100,1727,2512,1
2171,118,0,3165,33,70750,55,65,122146,10505,625,404,2160,0
2618,127,0,3414,51,79550,28,115,137810,26709,764,7884,2202,1
2478,110,0,2451,24,83360,75,60,155263,3398,584,2017,2450,0
2919,148,1,3720,61,137200,93,77,310716,11623,1741,11915,3863,0
3034,150,0,3860,61,159700,74,66,274128,23790,1654,11487,3822,1
2122,105,1,2660,31,58640,39,41,93458,3175,594,626,2027,0
2282,96,0,2534,15,62335,38,45,77544,6903,669,2487,1837,0
2558,139,0,3810,49,82890,58,43,152597,9349,747,11853,2316,1
3315,149,0,4641,57,95200,31,68,177109,21113,1109,11490,2263,1
5102,150,0,8473,39,155110,62,30,160142,6034,537,0,2088,0
3049,149,0,4124,57,138295,65,53,217986,12872,1535,3302,3092,0
2377,103,0,3074,14,56635,27,9,120002,15400,329,0,1653,0
1976,110,1,2512,20,67315,39,58,102384,2350,730,6447,2277,0
2930,135,0,3762,44,103645,37,53,152611,22689,1044,2765,2311,1
2639,100,1,2874,21,58065,35,26,74420,4172,722,0,1791,0
2553,130,0,3448,28,90445,39,67,122301,12077,995,2623,2295,0
2828,109,1,2945,38,71855,42,25,90929,3099,620,2457,2076,0
2016,92,0,2433,16,50925,45,49,79761,7907,600,351,1761,0
2914,149,0,3764,41,130305,70,80,177566,9123,1522,0,3410,0
2070,103,1,2577,16,58130,41,60,77386,2530,588,1125,1939,0
2706,128,0,3550,50,90225,32,64,118699,23225,891,6111,2234,1
2961,141,0,3663,34,117110,54,35,142533,4419,1045,125,2577,0
2971,143,0,3928,52,107050,38,46,174326,24890,1050,3049,2569,1
1863,104,0,2262,22,59880,58,44,90975,5151,579,1587,2305,0
2695,142,0,3517,42,113265,43,39,128431,21025,1134,8100,2885,1
5575,150,0,8112,25,133460,28,26,152443,12139,536,3508,1539,1
2747,150,0,3945,51,105255,55,84,206967,19071,999,1769,2815,1
3156,150,0,4192,75,150360,75,35,266280,24177,1630,20948,3603,1
5983,149,0,9401,29,105625,32,33,136348,19086,368,8832,1310,1
2971,138,0,3868,49,129765,115,25,206435,16853,1165,3936,3309,1
2759,131,0,3319,23,91555,42,68,135852,6627,1203,1318,2344,0
4279,137,1,8885,10,60010,39,14,47177,2555,253,0,1003,0
2612,150,0,3540,50,111845,47,30,216332,25237,1211,24352,3140,1
5786,150,0,6964,38,191400,60,40,281222,16588,725,54822,2365,0
5915,149,0,9107,23,112695,21,19,89204,17267,541,2897,1314,1
1394,26,1,1522,3,9785,2,25,10466,100,84,0,390,1
2645,124,0,3218,24,92740,49,38,128820,5920,970,0,2357,0
2905,139,0,4171,58,92755,45,85,200474,17497,945,1696,2254,1
3109,149,0,3762,49,144970,48,59,196075,23910,1553,13936,3389,1
2995,126,1,3972,41,94050,22,54,125337,15674,1061,1863,2185,1
2623,103,1,3126,37,66030,21,66,82929,17546,595,1015,1607,1
2508,7,1,226,0,430,8,1,1541,0,5,0,190,0
2880,150,0,4070,44,120655,63,62,192986,20405,1415,699,3106,0
2541,149,0,4247,54,87645,88,36,170350,4360,693,0,2639,0
3061,150,1,3713,38,125420,63,71,208677,13821,1625,9272,3269,0
2692,138,0,3578,40,100830,37,67,136266,20721,1094,1316,2544,1
2498,121,0,3268,32,72885,57,62,121193,2596,803,3540,2068,0
2820,121,0,3647,56,78020,29,58,117621,14676,865,0,1891,1
1915,87,0,2245,15,45955,42,45,74525,11072,446,1139,1717,0
2030,105,0,2334,19,68400,41,32,96528,6474,750,5792,2300,0
2341,113,0,2671,22,79470,52,59,88727,13834,955,205,2358,0
3709,125,0,6948,11,63335,44,21,70400,678,278,345,1050,0
3191,147,0,3885,37,117060,50,68,155266,17223,1376,942,2783,1
2585,136,0,3739,42,99565,78,55,178367,25209,909,1277,2873,0
3026,139,0,4042,46,104265,49,89,166979,15966,1401,859,2415,1
2816,146,0,3604,56,132865,50,84,227848,20094,1515,7995,3426,1
824,4,0,574,2,750,3,0,351,70,8,0,112,1
6110,150,0,8822,31,120545,35,23,104526,12086,617,975,1352,1
2732,124,0,2989,30,90620,47,42,106647,26619,842,2461,2361,1
2480,129,1,3296,36,88160,45,52,137715,3416,981,4392,2576,0
2132,83,1,2422,19,48755,51,41,68922,2685,484,1962,1552,0
4631,147,0,8169,36,122080,47,19,120841,4043,344,0,1732,0
2241,131,0,3106,31,85975,48,78,107937,1328,1065,0,2602,0
2540,119,1,2897,29,90515,46,27,102183,4370,1031,3905,2453,0
2842,150,0,3925,52,106500,59,58,220408,12965,1097,0,3013,1
2497,144,0,3445,36,91335,81,30,142132,13600,916,12426,2929,0
2629,111,1,3155,36,73185,31,65,94113,14333,826,13774,2017,1
2581,144,0,3557,39,102485,59,79,162589,9035,1125,2231,2741,0
2741,141,0,3808,47,96530,39,123,116892,19713,1044,1350,2438,1
5735,149,0,9554,38,121550,40,21,137231,12715,443,1819,1447,1
2450,126,0,3507,40,75560,63,25,107321,11110,571,0,2121,0
2376,109,0,2656,23,72275,46,46,83145,8592,945,1852,2123,0
2653,147,0,3838,51,125150,91,48,185699,12978,1182,0,3737,1
2693,90,0,2861,37,61190,15,73,70800,20848,508,2615,1456,1
4589,137,0,8859,20,72015,12,22,92212,10097,312,14015,996,1
2639,127,0,3596,41,74820,51,48,119886,21207,709,5049,2125,1
2670,127,1,3402,36,75785,34,26,99257,28946,922,14354,2209,1
1605,82,0,1779,8,44765,43,53,59514,3714,394,1400,1934,0
2753,143,0,3633,39,104450,45,57,202281,26991,1311,35674,2795,1
